#{"t_start": 1782227811.909226, "env_id": "BipedalWalker-v3"}
r,l,t
300.985689,1122,1774.654153
304.751914,1088,1776.693985
302.183417,1123,1777.559267
295.34223,1233,1779.718065
304.619836,1083,1781.918673
300.530513,1161,1782.707424
301.943178,1122,1784.935905
-106.247632,164,1785.024121
304.258905,1072,1785.849239
298.411791,1162,1792.909741
304.957425,1065,1793.560085
302.729912,1107,1795.662212
135.843698,1026,1796.263803
151.947594,996,1798.19669
98.643217,823,1798.766536
301.08465,1133,1800.898942
161.746937,1058,1801.606515
301.974213,1119,1803.73549
296.876714,1203,1811.310485
302.142752,1127,1812.025387
302.923264,1102,1814.180209
300.347338,1157,1814.911746
303.280501,1100,1817.039363
296.125114,1232,1817.975401
299.527743,1165,1820.119205
302.534236,1111,1820.971717
68.383952,831,1822.912447
303.356467,1087,1828.879553
300.839951,1137,1831.007676
-104.914618,46,1831.044841
300.253583,1132,1833.259141
302.17444,1114,1834.003521
304.552327,1088,1836.089013
300.211026,1152,1836.833365
305.932565,1060,1838.978977
303.740123,1090,1839.631389
303.79934,1093,1841.784939
306.164018,1057,1847.57129
301.584833,1104,1849.773019
303.421425,1077,1850.561964
303.835843,1073,1852.791219
298.628615,1169,1853.696959
304.04981,1067,1855.880382
-20.950638,336,1856.138098
304.233043,1063,1858.225571
303.056076,1074,1859.030169
304.830242,1045,1861.032769
-119.322404,108,1861.08678
301.844365,1085,1866.824845
8.695696,497,1867.212293
303.902842,1056,1869.319852
-104.820738,49,1869.360255
-51.072558,380,1869.577427
144.312355,866,1871.687912
303.398348,1068,1872.346856
302.246971,1081,1874.557307
302.866654,1082,1875.388693
302.02532,1092,1877.592726
303.438078,1087,1878.426583
304.233456,1063,1880.496709
299.704178,1122,1886.239988
184.61164,1116,1888.487751
303.389341,1080,1889.322901
302.788684,1087,1891.551231
42.263766,694,1892.089134
305.024256,1060,1894.322462
303.594307,1075,1895.112094
302.41613,1093,1897.369391
-105.67893,47,1897.413102
304.698955,1049,1898.195567
-109.622188,165,1898.307424
-118.363221,137,1899.71728
107.35543,817,1904.789519
305.434417,1026,1905.400597
303.31577,1075,1907.469603
302.385015,1076,1908.089249
-103.775129,45,1909.555027
304.596038,1051,1910.34376
304.874004,1059,1912.433599
304.349376,1042,1913.228722
303.843821,1055,1915.328499
302.929613,1071,1916.137161
301.467442,1078,1922.70332
23.836424,663,1923.101365
307.871653,1000,1923.740105
-120.907125,132,1923.809745
-104.489559,48,1925.053853
303.735099,1059,1925.71006
125.650842,991,1927.675225
304.075211,1058,1928.483661
109.541307,758,1929.060518
302.066352,1088,1931.269567
-54.274652,405,1931.58697
305.345854,1044,1933.765599
304.415225,1061,1934.58946
306.371114,1013,1941.896916
305.57291,1035,1942.545781
307.644217,1006,1944.438312
305.03592,1051,1945.032423
192.059063,1050,1946.975562
302.570532,1084,1947.676541
301.714853,1091,1949.719528
303.530041,1084,1950.521352
304.163584,1062,1952.792199
145.792406,909,1953.405688
305.425603,1063,1961.129161
303.745892,1063,1961.846981
79.24018,762,1963.773323
301.454589,1102,1964.358603
303.656871,1081,1966.334168
94.784554,863,1966.868512
304.288858,1067,1968.821207
304.068647,1060,1969.486643
-1.847514,376,1969.703812
307.904377,1018,1971.77194
303.237379,1075,1977.04633
-106.430629,50,1977.088344
308.1917,992,1979.234394
302.682354,1076,1980.078774
308.382429,994,1982.209778
303.160076,1047,1983.028717
305.197779,1022,1985.092103
305.330811,1011,1985.881013
-4.523092,382,1987.543733
304.131609,1037,1988.217876
305.662581,1004,1990.234416
306.525804,1008,1990.853797
304.017729,1035,1997.926803
304.425784,1035,1998.731278
302.110156,1068,2000.912551
305.786126,1034,2001.72148
305.56856,1015,2003.897213
-103.933174,47,2003.937301
301.272213,1102,2004.782222
-102.587007,47,2004.797909
305.90448,1013,2006.865541
-102.479799,48,2006.904115
301.049757,1105,2007.574181
300.710166,1083,2009.66934
304.257131,1047,2015.143669
305.97065,1040,2017.40554
307.156632,1007,2018.161491
306.318175,1014,2020.420725
305.897466,1051,2021.236707
306.094244,1033,2023.465103
306.676111,1025,2024.232313
-115.025471,116,2024.326496
-39.7102,289,2024.543835
94.908293,707,2026.546189
307.198889,1020,2027.31791
306.956763,1038,2029.393189
306.099357,1031,2033.611673
168.106542,942,2035.707432
-7.083642,380,2035.996785
-38.622514,390,2036.250632
307.62396,981,2038.341186
305.324106,1052,2039.165211
308.711855,999,2041.342716
308.42206,994,2042.123757
-102.076404,69,2042.180421
305.192381,1040,2044.250881
-82.206741,179,2044.396772
22.693384,511,2044.801413
-97.03663,160,2044.930107
-104.011812,49,2044.973443
